,786_0,A498,A549,ACHN,BT_549,CAKI_1,CCRF_CEM,COLO205,DU_145,EKVX,HCC_2998,HCT_116,HCT_15,HL_60,HOP_62,HOP_92,HS578T,HT29,IGROV1,KM12,K_562,LOXIMVI,M14,MALME_3M,MCF7,MDA_MB_231,MDA_MB_435,MDA_N,MOLT_4,NCI_ADR_RES,NCI_H226,NCI_H23,NCI_H322M,NCI_H460,NCI_H522,OVCAR_3,OVCAR_4,OVCAR_5,OVCAR_8,PC_3,RPMI_8226,RXF_393,SF_268,SF_295,SK_MEL_2,SK_MEL_28,SK_MEL_5,SK_OV_3,SN12C,SNB_19,SNB_75,SR,SW_620,T47D,TK_10,U251,UACC_257,UACC_62,UO_31
747856,,,,,,1.0,,,,,,,,0.0,,0.0,0.0,,,,,1.0,,,,,,,,,,,,1.0,0.0,,,,,,,,,1.0,,0.0,1.0,,,,,1.0,,,0.0,,,,
747973,,,,,,0.0,,,,0.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,,0.0,1.0,,1.0,,,,0.0,,0.0,1.0,1.0,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,
747974,,,,,,,1.0,,,,0.0,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,0.0,,,0.0,,,0.0,,,1.0,,,,0.0,,,,,,,1.0,,,0.0,,,,
749226,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
749227,1.0,,,,,0.0,,,,0.0,,,,,,0.0,,1.0,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,1.0,,1.0,,,1.0,,0.0,,0.0,,,,,,,,
749712,,0.0,1.0,,0.0,,,1.0,,0.0,,1.0,,,,0.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,0.0,1.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,1.0,1.0,,,,,,
750690,,0.0,,,,,,,,0.0,,1.0,1.0,1.0,,,0.0,,,1.0,1.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,1.0,0.0,0.0,,,,
750691,,,,1.0,0.0,1.0,,,,1.0,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.0,,,,0.0,,,,1.0,,,0.0,0.0,,0.0,1.0,,,,
751548,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,1.0,0.0,1.0,,,1.0,,,,1.0,,,
751858,,0.0,,,0.0,1.0,,,,,,,1.0,,,0.0,,,,,,1.0,,0.0,,0.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
752631,,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,0.0,,0.0,,,,,,,,1.0,,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,
752782,,,,,,1.0,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,,,
752840,,,,,,,,,,0.0,,1.0,,,,0.0,,,1.0,,,,,,1.0,,,,,,0.0,,,1.0,0.0,,,,,0.0,,0.0,,,,,,0.0,,,,1.0,,,,,,,0.0
753686,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,1.0,,,,0.0,,,,,,,,
754143,,,,,0.0,0.0,1.0,,,,,,0.0,1.0,,,,,,,,,1.0,,,,,,1.0,0.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,0.0,,,,,,,,
754344,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,1.0,
754345,,0.0,,,,,,,,0.0,,,1.0,,,0.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,
754346,,0.0,,,,1.0,,,,0.0,0.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,0.0,,,,0.0,,,,0.0,,,0.0,,
754348,,,1.0,,,1.0,,,,,,1.0,,,0.0,,0.0,1.0,0.0,,1.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,1.0
754349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,0.0,1.0,,0.0,,,1.0,,,1.0,,,,
754352,,,,1.0,,,1.0,,,0.0,,,,1.0,,0.0,0.0,1.0,,1.0,1.0,,1.0,0.0,,0.0,1.0,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,,,,,1.0,,,,,0.0,,
754353,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,1.0,,1.0,,,,,,0.0,1.0,,,0.0,,,,,,,,0.0,,,,,,,1.0,,1.0,,,,,
754354,,,,,,,1.0,1.0,1.0,0.0,,1.0,,1.0,,,,,,1.0,,,,0.0,1.0,,1.0,,,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,1.0,,0.0,0.0,,,,0.0
754356,,,,,,,,1.0,,,,,,,,0.0,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
754357,,0.0,,1.0,,,,,,0.0,,1.0,1.0,,,0.0,0.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,0.0,,,1.0,
754359,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,
754360,,,1.0,1.0,,,,,,,,1.0,,,,,0.0,,,,,1.0,,,1.0,,,,1.0,0.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,1.0,
754361,,,,,0.0,,,,,0.0,,,,,,,,1.0,,1.0,1.0,,,0.0,,,1.0,,,,0.0,,0.0,1.0,,,0.0,0.0,,,,,,,,0.0,,,,,,1.0,1.0,,,,0.0,,
754362,,0.0,,,,0.0,,1.0,,0.0,,,,,,0.0,0.0,1.0,,,,,1.0,1.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,1.0,,0.0,,,,,,,,,,1.0,0.0
754365,,,1.0,,0.0,,,,,0.0,,1.0,,,,,0.0,1.0,,,1.0,1.0,,,1.0,0.0,,,,,,,0.0,1.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,,
754366,,,1.0,,0.0,,,,,0.0,,1.0,,,,0.0,0.0,1.0,,,1.0,1.0,,0.0,1.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,1.0,0.0,,1.0,,,
754771,1.0,0.0,,,,,,,,,0.0,,,,,,0.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,0.0,,,,0.0,,
755384,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755385,,,,,0.0,,,,,,,,,1.0,0.0,0.0,,1.0,1.0,,,,0.0,0.0,1.0,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,
755386,,0.0,,,0.0,,1.0,,1.0,,,,,,,0.0,,,,1.0,1.0,,,0.0,,,,,,,0.0,,,,1.0,1.0,0.0,,,,1.0,,,1.0,,0.0,1.0,,,,,,1.0,,0.0,1.0,,,0.0
755387,,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,0.0,,,,,1.0,,0.0,,,,0.0
755389,,,,1.0,0.0,,,,,,,1.0,,,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,
755400,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,0.0,,,,,0.0,,,,1.0,,,,,1.0,0.0,,,,1.0,,,,1.0,,0.0,
755606,,1.0,,,0.0,,,1.0,,0.0,,,,,,0.0,,1.0,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,1.0,,,0.0,,1.0,0.0,,0.0,,,,,,1.0,,,1.0
755761,,,,1.0,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,0.0,1.0,,,1.0,,,,,,,0.0,,,0.0,,,,1.0,0.0,,1.0
755762,,0.0,1.0,,0.0,,1.0,,,0.0,,1.0,,1.0,,,0.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,0.0,1.0,,,0.0,,,,,,,1.0,,,,,,,0.0,,1.0,,,,,1.0,
755763,,,,,0.0,,,1.0,,,1.0,1.0,,1.0,,,0.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,0.0,0.0,,0.0,,0.0,,,,,,,,,0.0,,1.0,,,,0.0,0.0,,1.0,,,,1.0,1.0,
755769,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,1.0,,,,,0.0,,1.0
755770,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,0.0,,0.0,,,,0.0,,,,,,,,,1.0,,0.0,,0.0,0.0,,1.0,,0.0,,1.0,1.0,
755773,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,1.0,1.0,,,,0.0,,
755775,,,,,0.0,,,,,0.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,1.0,,,,0.0,,0.0,,,1.0,0.0,,,,,
755806,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,1.0,,,,0.0,,,1.0,,,,,,,,,,0.0,,,,,,,,
755809,,0.0,,,,,,,,,,1.0,,,,0.0,0.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,,,,
755841,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
755880,,,1.0,1.0,,,,,1.0,0.0,,,,,,0.0,0.0,,,,,1.0,,,,0.0,,,,0.0,,,,1.0,,,0.0,,,0.0,,,,1.0,,,,,,,,1.0,,0.0,,,,,
755926,1.0,,,,,1.0,,,,0.0,,1.0,,,,0.0,0.0,1.0,0.0,,1.0,,,,1.0,1.0,,,,,,,0.0,,,1.0,,,,,1.0,,,,,,,0.0,,,0.0,,,,0.0,,,,1.0
755980,,,,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,1.0,,,
755983,,,,,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,,1.0,,0.0,,1.0,0.0,,1.0,,,0.0,1.0,,1.0,,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,,,1.0,,,,,,0.0,,,,,,,,,0.0,0.0,,,,0.0
755985,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,
756236,,,,1.0,,,,,,,,,,,0.0,0.0,,,,1.0,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,
756404,,,,,0.0,,1.0,,,0.0,,,,1.0,,0.0,,1.0,,,,,,0.0,1.0,0.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,0.0
756641,,0.0,,,0.0,0.0,,1.0,,0.0,,1.0,0.0,,,0.0,,,1.0,,1.0,1.0,,,,1.0,,,,0.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,0.0,0.0,1.0,,,0.0
756642,,,,,0.0,,,,,,,1.0,,,,0.0,0.0,1.0,,,1.0,,,,1.0,0.0,,,,,,,0.0,1.0,,,,,,0.0,,,,,,,1.0,0.0,,0.0,,1.0,,,,,0.0,1.0,
756643,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,
756645,,,,,0.0,,1.0,,,0.0,,,,,,,0.0,,,1.0,1.0,,,,1.0,,,,,0.0,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,1.0,,,0.0,,,,
756647,,0.0,,,,,,,,,,,,0.0,1.0,,,,,1.0,,,,,1.0,,,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,
756648,,,,,,,,,,0.0,,1.0,,,,,,,,1.0,,,,0.0,,0.0,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,1.0,,,,,0.0,,
756652,,,,,,,,1.0,,0.0,,,,1.0,,0.0,,1.0,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
756656,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,,,1.0,0.0,,,,
756657,,0.0,,,0.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,0.0,,,,,,,0.0,,,1.0,,,,,,,0.0,,,,0.0,,,,,,,1.0,,,,1.0,,,
756659,,,,,,,,,,0.0,,,,,,0.0,,1.0,,1.0,1.0,1.0,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,
756660,,,,,,,,0.0,,,,,,,,0.0,,,,,1.0,,,0.0,,0.0,1.0,,,,,,,1.0,,,0.0,,,,,,,,,0.0,,,,,,1.0,,,,,0.0,,
756663,,0.0,,,,,,,,0.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,1.0,1.0,,,,,,
756702,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,1.0,,,,,0.0,
756717,,0.0,,,0.0,,1.0,,,0.0,,1.0,0.0,,,0.0,0.0,,,,,1.0,,,1.0,0.0,,,1.0,0.0,1.0,,0.0,1.0,,,,0.0,,,,,,,,,,,,,,1.0,,,0.0,,,,
756876,,,1.0,1.0,,,,,,,,1.0,,0.0,,,0.0,,,,,1.0,0.0,,1.0,,,,,,1.0,,,1.0,,,,,,,0.0,,,,0.0,,,,,,,1.0,,,,,,1.0,
757000,,,,1.0,0.0,,1.0,,,0.0,,,0.0,,,,,,,,,1.0,,,,0.0,,,1.0,,0.0,,0.0,1.0,,,0.0,,,0.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,
757027,,0.0,,,,0.0,,,,0.0,,,,,,,,,,1.0,,,,0.0,,,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,0.0,,0.0,,0.0
757036,0.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0
757087,,,,1.0,0.0,1.0,1.0,,,,,,,1.0,,,0.0,,,,,,,,,0.0,,,1.0,,,,,1.0,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,1.0,,,,,,,
757098,,,,1.0,,1.0,1.0,,,0.0,0.0,,,1.0,,0.0,0.0,,,,,1.0,,,,0.0,,,1.0,,0.0,,,1.0,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,,0.0,,
757113,,,,,,,,0.0,,,,1.0,,,,,,,,,,1.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,
757148,1.0,,,1.0,,,1.0,,,0.0,,,,,,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,,,1.0,,,0.0,,,,,,,,,,0.0,,1.0,,,0.0,0.0,,,,,,1.0,,0.0,,,0.0,,
757149,,,,,0.0,,1.0,1.0,,0.0,,1.0,,,,0.0,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,0.0,,0.0,1.0,,,0.0,,,0.0,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,
757306,,,,,,,,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,
757334,,,,,0.0,,,,,,,1.0,,1.0,,0.0,,,,,1.0,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,
757348,,0.0,,,0.0,,1.0,,,,,,,,,,0.0,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,0.0,,
757384,,0.0,,,,,,1.0,,0.0,,,,,,0.0,0.0,,,,,1.0,,,,,,,1.0,,,,,,1.0,,0.0,0.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,0.0,,
757424,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,,1.0,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,1.0,,,1.0,,,
757436,,,,,,,,,,0.0,,,,,,0.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,0.0,,,0.0,,,,,0.0,,,,,,1.0,,,1.0,0.0,1.0,0.0,,,,,0.0,,,,
757437,,,,,,,1.0,,,0.0,,,,1.0,,0.0,0.0,1.0,0.0,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,1.0,,,0.0,,,,,,,,,1.0,0.0,,,,,,,0.0,1.0,,,0.0
757438,,,,,,,,1.0,,,,,,,,0.0,,1.0,,,,,1.0,1.0,,,1.0,,,,0.0,,0.0,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,1.0,1.0,
757439,,0.0,,1.0,0.0,1.0,,,1.0,1.0,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,0.0,,,,1.0,,,0.0,,,0.0,1.0,,,,
757440,,,1.0,,,,,,,,,,,0.0,,0.0,0.0,,1.0,,,1.0,,,,0.0,,,,,,,,1.0,0.0,,,,,,0.0,,,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,,1.0
757441,,,,,,,1.0,,,0.0,0.0,,,,,,0.0,,0.0,1.0,1.0,,,0.0,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,0.0,,
757442,,,,,,,,,,0.0,,,,,,0.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,,,
757444,0.0,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,1.0,,0.0,,,,
757804,,,,,,,1.0,,,0.0,,,,1.0,,0.0,0.0,,,,,1.0,,,1.0,0.0,,,1.0,0.0,,,0.0,1.0,,,0.0,,,0.0,,,,,,,,,,,,1.0,,,,,,,
758005,,,,1.0,,1.0,,,,1.0,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,1.0,,,,0.0,,,,0.0,,,,,,,1.0,,0.0,,,,,1.0,,,,1.0
758007,,,,,,,,,,,0.0,,,,0.0,,,,,1.0,1.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,
758186,,0.0,,,,1.0,,,,0.0,,1.0,,,,0.0,,,,,1.0,1.0,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,
758230,,0.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,0.0,,,1.0,,0.0,1.0,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,,1.0,,,,,1.0,,,0.0,,,,,,,
758242,,,,,,,1.0,1.0,,0.0,,1.0,,1.0,,0.0,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,0.0,1.0,,1.0,0.0,,,,0.0,,,1.0,0.0,,1.0,,,,,1.0,1.0,0.0,0.0,,0.0,,
758243,,,,,,,1.0,1.0,,,,,,,,,0.0,1.0,,1.0,,,,0.0,1.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
758244,,0.0,,,,,,1.0,,0.0,,,,,,0.0,0.0,1.0,,,1.0,1.0,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,0.0,,1.0,,,0.0,,1.0,0.0,,,,,,,,,,,
758246,,,,,,,,,,,,1.0,,,,,0.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,,,0.0,,,,,,,,
758247,,,,1.0,,,1.0,1.0,,,,,,,,0.0,0.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,0.0,,,,1.0,0.0,,,,,,,,,,,,1.0,,,,,,1.0,0.0,,,,,
758249,,,,,0.0,,,1.0,,,,1.0,,,,0.0,,1.0,,,1.0,,,0.0,,,,,,,,,0.0,,,,0.0,,1.0,,1.0,,,,,,1.0,,,,0.0,,1.0,,,,,,
758250,,,1.0,,,,1.0,1.0,,,,1.0,,,,,0.0,,,1.0,,,,0.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
758251,,,1.0,1.0,,1.0,,,,,,,,0.0,,0.0,0.0,,,,,1.0,,,1.0,0.0,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,
758252,,0.0,,,,0.0,1.0,,,0.0,,1.0,,,,0.0,,1.0,,,,,,0.0,1.0,,,,1.0,0.0,,,0.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,0.0,,0.0
758253,,,,,,0.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,0.0,,,1.0,0.0,,,0.0,1.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0
758254,,,,,,,1.0,,,0.0,,,,,,0.0,,,0.0,,,,,,,,1.0,,,,1.0,,0.0,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,
758255,,,,,,,1.0,,,0.0,,,,,,0.0,0.0,,,,,1.0,,,1.0,,,,1.0,0.0,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,1.0,,0.0,,,0.0,,
758256,,,,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,,,,0.0
758257,1.0,,,1.0,,,,,,0.0,,,,,,0.0,0.0,,,,1.0,,1.0,0.0,,,1.0,,1.0,,0.0,,,,0.0,,,,1.0,0.0,,,,,,0.0,,,,,0.0,1.0,,0.0,,,,,
758423,,,1.0,1.0,,,1.0,,,0.0,,,,1.0,,0.0,0.0,,,,,,,,,,0.0,,1.0,0.0,,,0.0,1.0,,,,0.0,,0.0,,,,,0.0,,,,,,,1.0,,,,,0.0,,
758440,,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,,1.0,,,0.0,,,,1.0,,,,,,1.0,,,,0.0,,,,,1.0,,,
758485,,,,,,0.0,1.0,1.0,,,,1.0,0.0,,,0.0,,,,1.0,,1.0,,,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.0
758487,,,,1.0,,,,,,0.0,,1.0,,,,0.0,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,0.0,1.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,
758488,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,0.0,,,1.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,0.0
758489,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
758591,,0.0,,,,,,1.0,,,0.0,1.0,0.0,,,,0.0,,,,1.0,1.0,,,,1.0,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
758612,,0.0,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,,,1.0,,,,,0.0,,,,,,0.0,1.0,,,0.0,,,,0.0,,,1.0,,0.0,,,,,,1.0,,,,,,,
758662,,1.0,,,,1.0,,,,,,,,,0.0,1.0,,,,,,1.0,,,,1.0,,,,,,,0.0,,,,0.0,,,1.0,,,1.0,1.0,,,,0.0,,,,,,0.0,,1.0,0.0,,
758664,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,0.0,,,,,,1.0,0.0,,,,,,,,,,0.0,,0.0,,1.0
758667,,,,,,,1.0,,,,,,,1.0,,0.0,0.0,,0.0,,,1.0,,,1.0,,,,1.0,0.0,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,1.0,,,,,0.0,,
758671,,,1.0,,0.0,,1.0,,,,,1.0,,,,0.0,,,,0.0,,,1.0,0.0,1.0,,,,1.0,,,,,1.0,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,
758706,,1.0,,1.0,,1.0,0.0,,,,,1.0,,,,1.0,,,,,,1.0,,0.0,,1.0,,,0.0,1.0,,,,,,,0.0,,,1.0,,,,1.0,,,,,,,,,,0.0,,1.0,0.0,1.0,
758773,,,,,,,,,,,,1.0,,,,0.0,,,0.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,0.0,,0.0,1.0,,,,,0.0,0.0,1.0,,,
758774,,,,,0.0,,,,,0.0,,1.0,,,,0.0,0.0,1.0,,,1.0,,,0.0,,,,,1.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,1.0,1.0,,,,,,
758871,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,1.0,0.0,,,,,,,0.0,1.0,,,,0.0,,1.0,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,1.0
758872,,,,1.0,,1.0,0.0,,,,0.0,,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.0,,,,1.0,,,,,0.0,,,,,,,,,,0.0,1.0,,,,,,,,1.0
758873,,1.0,,,,0.0,1.0,,,,1.0,,,1.0,0.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,0.0,,,,,0.0,,,,1.0,,0.0,,,0.0,,,,,,,,0.0,,,,,
758896,,,,1.0,0.0,1.0,,,,0.0,,1.0,,,0.0,,,,,,,1.0,,0.0,,1.0,,,,1.0,,,,,,,0.0,,,1.0,,0.0,,1.0,,,,,1.0,,,,,0.0,,1.0,0.0,1.0,0.0
759094,,,,1.0,0.0,1.0,,1.0,,0.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,
759095,1.0,,,1.0,,,,,,0.0,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,
